ds,y,price_mean,promo_sum,supplier_cost_mean,lead_time_mean,stock_mean,dow,month,year
2022-02-23,0.0,5.4588067269694704,0.0,5.468354624576563,2.0,391.0,2,2,2022
2022-02-24,0.0,5.4588067269694704,0.0,5.468354624576563,2.0,391.0,3,2,2022
2022-02-25,0.0,5.4588067269694704,0.0,5.468354624576563,2.0,391.0,4,2,2022
2022-02-26,0.0,5.4588067269694704,0.0,5.468354624576563,2.0,391.0,5,2,2022
2022-02-27,0.0,5.4588067269694704,0.0,5.468354624576563,2.0,391.0,6,2,2022
2022-02-28,0.0,5.4588067269694704,0.0,5.468354624576563,2.0,391.0,0,2,2022
2022-03-01,0.0,5.4588067269694704,0.0,5.468354624576563,2.0,391.0,1,3,2022
2022-03-02,0.0,5.4588067269694704,0.0,5.468354624576563,2.0,391.0,2,3,2022
2022-03-03,446.0,19.02308374217724,0.0,8.920136726037132,9.0,482.0,3,3,2022
2022-03-04,0.0,19.02308374217724,0.0,8.920136726037132,9.0,482.0,4,3,2022
2022-03-05,0.0,19.02308374217724,0.0,8.920136726037132,9.0,482.0,5,3,2022
2022-03-06,0.0,19.02308374217724,0.0,8.920136726037132,9.0,482.0,6,3,2022
2022-03-07,0.0,19.02308374217724,0.0,8.920136726037132,9.0,482.0,0,3,2022
2022-03-08,0.0,19.02308374217724,0.0,8.920136726037132,9.0,482.0,1,3,2022
2022-03-09,0.0,19.02308374217724,0.0,8.920136726037132,9.0,482.0,2,3,2022
2022-03-10,0.0,19.02308374217724,0.0,8.920136726037132,9.0,482.0,3,3,2022
2022-03-11,0.0,19.02308374217724,0.0,8.920136726037132,9.0,482.0,4,3,2022
2022-03-12,0.0,19.02308374217724,0.0,8.920136726037132,9.0,482.0,5,3,2022
2022-03-13,0.0,19.02308374217724,0.0,8.920136726037132,9.0,482.0,6,3,2022
2022-03-14,0.0,19.02308374217724,0.0,8.920136726037132,9.0,482.0,0,3,2022
2022-03-15,0.0,19.02308374217724,0.0,8.920136726037132,9.0,482.0,1,3,2022
2022-03-16,0.0,19.02308374217724,0.0,8.920136726037132,9.0,482.0,2,3,2022
2022-03-17,0.0,19.02308374217724,0.0,8.920136726037132,9.0,482.0,3,3,2022
2022-03-18,0.0,19.02308374217724,0.0,8.920136726037132,9.0,482.0,4,3,2022
2022-03-19,276.0,5.3914873361252855,0.0,11.767214641950464,4.0,228.0,5,3,2022
2022-03-20,384.0,1.9822399075890125,1.0,13.001943118043735,5.0,84.0,6,3,2022
2022-03-21,162.0,13.16005636990136,1.0,5.051194702475822,7.0,131.0,0,3,2022
2022-03-22,0.0,13.16005636990136,0.0,5.051194702475822,7.0,131.0,1,3,2022
2022-03-23,0.0,13.16005636990136,0.0,5.051194702475822,7.0,131.0,2,3,2022
2022-03-24,0.0,13.16005636990136,0.0,5.051194702475822,7.0,131.0,3,3,2022
2022-03-25,0.0,13.16005636990136,0.0,5.051194702475822,7.0,131.0,4,3,2022
2022-03-26,0.0,13.16005636990136,0.0,5.051194702475822,7.0,131.0,5,3,2022
2022-03-27,0.0,13.16005636990136,0.0,5.051194702475822,7.0,131.0,6,3,2022
2022-03-28,0.0,13.16005636990136,0.0,5.051194702475822,7.0,131.0,0,3,2022
2022-03-29,0.0,13.16005636990136,0.0,5.051194702475822,7.0,131.0,1,3,2022
2022-03-30,0.0,13.16005636990136,0.0,5.051194702475822,7.0,131.0,2,3,2022
2022-03-31,0.0,13.16005636990136,0.0,5.051194702475822,7.0,131.0,3,3,2022
2022-04-01,0.0,13.16005636990136,0.0,5.051194702475822,7.0,131.0,4,4,2022
2022-04-02,0.0,13.16005636990136,0.0,5.051194702475822,7.0,131.0,5,4,2022
2022-04-03,0.0,13.16005636990136,0.0,5.051194702475822,7.0,131.0,6,4,2022
2022-04-04,0.0,13.16005636990136,0.0,5.051194702475822,7.0,131.0,0,4,2022
2022-04-05,0.0,13.16005636990136,0.0,5.051194702475822,7.0,131.0,1,4,2022
2022-04-06,0.0,13.16005636990136,0.0,5.051194702475822,7.0,131.0,2,4,2022
2022-04-07,0.0,13.16005636990136,0.0,5.051194702475822,7.0,131.0,3,4,2022
2022-04-08,0.0,13.16005636990136,0.0,5.051194702475822,7.0,131.0,4,4,2022
2022-04-09,0.0,13.16005636990136,0.0,5.051194702475822,7.0,131.0,5,4,2022
2022-04-10,0.0,13.16005636990136,0.0,5.051194702475822,7.0,131.0,6,4,2022
2022-04-11,0.0,13.16005636990136,0.0,5.051194702475822,7.0,131.0,0,4,2022
2022-04-12,0.0,13.16005636990136,0.0,5.051194702475822,7.0,131.0,1,4,2022
2022-04-13,0.0,13.16005636990136,0.0,5.051194702475822,7.0,131.0,2,4,2022
2022-04-14,0.0,13.16005636990136,0.0,5.051194702475822,7.0,131.0,3,4,2022
2022-04-15,0.0,13.16005636990136,0.0,5.051194702475822,7.0,131.0,4,4,2022
2022-04-16,0.0,13.16005636990136,0.0,5.051194702475822,7.0,131.0,5,4,2022
2022-04-17,0.0,13.16005636990136,0.0,5.051194702475822,7.0,131.0,6,4,2022
2022-04-18,822.0,19.303589823587583,1.0,5.896512201080009,7.0,400.0,0,4,2022
2022-04-19,0.0,19.303589823587583,0.0,5.896512201080009,7.0,400.0,1,4,2022
2022-04-20,0.0,19.303589823587583,0.0,5.896512201080009,7.0,400.0,2,4,2022
2022-04-21,0.0,19.303589823587583,0.0,5.896512201080009,7.0,400.0,3,4,2022
2022-04-22,0.0,19.303589823587583,0.0,5.896512201080009,7.0,400.0,4,4,2022
2022-04-23,0.0,19.303589823587583,0.0,5.896512201080009,7.0,400.0,5,4,2022
2022-04-24,0.0,19.303589823587583,0.0,5.896512201080009,7.0,400.0,6,4,2022
2022-04-25,0.0,19.303589823587583,0.0,5.896512201080009,7.0,400.0,0,4,2022
2022-04-26,0.0,19.303589823587583,0.0,5.896512201080009,7.0,400.0,1,4,2022
2022-04-27,0.0,19.303589823587583,0.0,5.896512201080009,7.0,400.0,2,4,2022
2022-04-28,0.0,19.303589823587583,0.0,5.896512201080009,7.0,400.0,3,4,2022
2022-04-29,0.0,19.303589823587583,0.0,5.896512201080009,7.0,400.0,4,4,2022
2022-04-30,0.0,19.303589823587583,0.0,5.896512201080009,7.0,400.0,5,4,2022
2022-05-01,0.0,19.303589823587583,0.0,5.896512201080009,7.0,400.0,6,5,2022
2022-05-02,0.0,19.303589823587583,0.0,5.896512201080009,7.0,400.0,0,5,2022
2022-05-03,0.0,19.303589823587583,0.0,5.896512201080009,7.0,400.0,1,5,2022
2022-05-04,0.0,19.303589823587583,0.0,5.896512201080009,7.0,400.0,2,5,2022
2022-05-05,0.0,19.303589823587583,0.0,5.896512201080009,7.0,400.0,3,5,2022
2022-05-06,0.0,19.303589823587583,0.0,5.896512201080009,7.0,400.0,4,5,2022
2022-05-07,0.0,19.303589823587583,0.0,5.896512201080009,7.0,400.0,5,5,2022
2022-05-08,0.0,19.303589823587583,0.0,5.896512201080009,7.0,400.0,6,5,2022
2022-05-09,0.0,19.303589823587583,0.0,5.896512201080009,7.0,400.0,0,5,2022
2022-05-10,0.0,19.303589823587583,0.0,5.896512201080009,7.0,400.0,1,5,2022
2022-05-11,0.0,19.303589823587583,0.0,5.896512201080009,7.0,400.0,2,5,2022
2022-05-12,0.0,19.303589823587583,0.0,5.896512201080009,7.0,400.0,3,5,2022
2022-05-13,0.0,19.303589823587583,0.0,5.896512201080009,7.0,400.0,4,5,2022
2022-05-14,0.0,19.303589823587583,0.0,5.896512201080009,7.0,400.0,5,5,2022
2022-05-15,0.0,19.303589823587583,0.0,5.896512201080009,7.0,400.0,6,5,2022
2022-05-16,0.0,19.303589823587583,0.0,5.896512201080009,7.0,400.0,0,5,2022
2022-05-17,1024.0,15.538626426559908,1.0,13.124700994820008,7.0,467.0,1,5,2022
2022-05-18,0.0,15.538626426559908,0.0,13.124700994820008,7.0,467.0,2,5,2022
2022-05-19,0.0,15.538626426559908,0.0,13.124700994820008,7.0,467.0,3,5,2022
2022-05-20,0.0,15.538626426559908,0.0,13.124700994820008,7.0,467.0,4,5,2022
2022-05-21,0.0,15.538626426559908,0.0,13.124700994820008,7.0,467.0,5,5,2022
2022-05-22,0.0,15.538626426559908,0.0,13.124700994820008,7.0,467.0,6,5,2022
2022-05-23,0.0,15.538626426559908,0.0,13.124700994820008,7.0,467.0,0,5,2022
2022-05-24,0.0,15.538626426559908,0.0,13.124700994820008,7.0,467.0,1,5,2022
2022-05-25,1503.0,6.640516216645334,0.0,7.548892035616399,9.0,52.0,2,5,2022
2022-05-26,186.0,13.332418517093467,1.0,13.850724929968212,6.0,263.0,3,5,2022
2022-05-27,154.0,7.23924332981654,0.0,1.08085722623507,8.0,391.0,4,5,2022
2022-05-28,0.0,7.23924332981654,0.0,1.08085722623507,8.0,391.0,5,5,2022
2022-05-29,0.0,7.23924332981654,0.0,1.08085722623507,8.0,391.0,6,5,2022
2022-05-30,1301.0,11.705339619620718,0.0,3.9531264781525968,2.0,116.0,0,5,2022
2022-05-31,0.0,11.705339619620718,0.0,3.9531264781525968,2.0,116.0,1,5,2022
2022-06-01,0.0,11.705339619620718,0.0,3.9531264781525968,2.0,116.0,2,6,2022
2022-06-02,0.0,11.705339619620718,0.0,3.9531264781525968,2.0,116.0,3,6,2022
2022-06-03,0.0,11.705339619620718,0.0,3.9531264781525968,2.0,116.0,4,6,2022
2022-06-04,0.0,11.705339619620718,0.0,3.9531264781525968,2.0,116.0,5,6,2022
2022-06-05,0.0,11.705339619620718,0.0,3.9531264781525968,2.0,116.0,6,6,2022
2022-06-06,0.0,11.705339619620718,0.0,3.9531264781525968,2.0,116.0,0,6,2022
2022-06-07,0.0,11.705339619620718,0.0,3.9531264781525968,2.0,116.0,1,6,2022
2022-06-08,0.0,11.705339619620718,0.0,3.9531264781525968,2.0,116.0,2,6,2022
2022-06-09,0.0,11.705339619620718,0.0,3.9531264781525968,2.0,116.0,3,6,2022
2022-06-10,0.0,11.705339619620718,0.0,3.9531264781525968,2.0,116.0,4,6,2022
2022-06-11,0.0,11.705339619620718,0.0,3.9531264781525968,2.0,116.0,5,6,2022
2022-06-12,0.0,11.705339619620718,0.0,3.9531264781525968,2.0,116.0,6,6,2022
2022-06-13,0.0,11.705339619620718,0.0,3.9531264781525968,2.0,116.0,0,6,2022
2022-06-14,0.0,11.705339619620718,0.0,3.9531264781525968,2.0,116.0,1,6,2022
2022-06-15,0.0,11.705339619620718,0.0,3.9531264781525968,2.0,116.0,2,6,2022
2022-06-16,0.0,11.705339619620718,0.0,3.9531264781525968,2.0,116.0,3,6,2022
2022-06-17,0.0,11.705339619620718,0.0,3.9531264781525968,2.0,116.0,4,6,2022
2022-06-18,0.0,11.705339619620718,0.0,3.9531264781525968,2.0,116.0,5,6,2022
2022-06-19,0.0,11.705339619620718,0.0,3.9531264781525968,2.0,116.0,6,6,2022
2022-06-20,0.0,11.705339619620718,0.0,3.9531264781525968,2.0,116.0,0,6,2022
2022-06-21,0.0,11.705339619620718,0.0,3.9531264781525968,2.0,116.0,1,6,2022
2022-06-22,0.0,11.705339619620718,0.0,3.9531264781525968,2.0,116.0,2,6,2022
2022-06-23,1211.0,15.190638606580633,1.0,8.491819447787396,8.0,53.0,3,6,2022
2022-06-24,0.0,15.190638606580633,0.0,8.491819447787396,8.0,53.0,4,6,2022
2022-06-25,0.0,15.190638606580633,0.0,8.491819447787396,8.0,53.0,5,6,2022
2022-06-26,0.0,15.190638606580633,0.0,8.491819447787396,8.0,53.0,6,6,2022
2022-06-27,0.0,15.190638606580633,0.0,8.491819447787396,8.0,53.0,0,6,2022
2022-06-28,0.0,15.190638606580633,0.0,8.491819447787396,8.0,53.0,1,6,2022
2022-06-29,0.0,15.190638606580633,0.0,8.491819447787396,8.0,53.0,2,6,2022
2022-06-30,0.0,15.190638606580633,0.0,8.491819447787396,8.0,53.0,3,6,2022
2022-07-01,0.0,15.190638606580633,0.0,8.491819447787396,8.0,53.0,4,7,2022
2022-07-02,0.0,15.190638606580633,0.0,8.491819447787396,8.0,53.0,5,7,2022
2022-07-03,0.0,15.190638606580633,0.0,8.491819447787396,8.0,53.0,6,7,2022
2022-07-04,0.0,15.190638606580633,0.0,8.491819447787396,8.0,53.0,0,7,2022
2022-07-05,0.0,15.190638606580633,0.0,8.491819447787396,8.0,53.0,1,7,2022
2022-07-06,0.0,15.190638606580633,0.0,8.491819447787396,8.0,53.0,2,7,2022
2022-07-07,0.0,15.190638606580633,0.0,8.491819447787396,8.0,53.0,3,7,2022
2022-07-08,0.0,15.190638606580633,0.0,8.491819447787396,8.0,53.0,4,7,2022
2022-07-09,0.0,15.190638606580633,0.0,8.491819447787396,8.0,53.0,5,7,2022
2022-07-10,0.0,15.190638606580633,0.0,8.491819447787396,8.0,53.0,6,7,2022
2022-07-11,0.0,15.190638606580633,0.0,8.491819447787396,8.0,53.0,0,7,2022
2022-07-12,0.0,15.190638606580633,0.0,8.491819447787396,8.0,53.0,1,7,2022
2022-07-13,0.0,15.190638606580633,0.0,8.491819447787396,8.0,53.0,2,7,2022
2022-07-14,0.0,15.190638606580633,0.0,8.491819447787396,8.0,53.0,3,7,2022
2022-07-15,0.0,15.190638606580633,0.0,8.491819447787396,8.0,53.0,4,7,2022
2022-07-16,0.0,15.190638606580633,0.0,8.491819447787396,8.0,53.0,5,7,2022
2022-07-17,0.0,15.190638606580633,0.0,8.491819447787396,8.0,53.0,6,7,2022
2022-07-18,0.0,15.190638606580633,0.0,8.491819447787396,8.0,53.0,0,7,2022
2022-07-19,1408.0,3.341230429271155,1.0,12.48944913410492,4.0,298.0,1,7,2022
2022-07-20,0.0,3.341230429271155,0.0,12.48944913410492,4.0,298.0,2,7,2022
2022-07-21,0.0,3.341230429271155,0.0,12.48944913410492,4.0,298.0,3,7,2022
2022-07-22,0.0,3.341230429271155,0.0,12.48944913410492,4.0,298.0,4,7,2022
2022-07-23,0.0,3.341230429271155,0.0,12.48944913410492,4.0,298.0,5,7,2022
2022-07-24,0.0,3.341230429271155,0.0,12.48944913410492,4.0,298.0,6,7,2022
2022-07-25,0.0,3.341230429271155,0.0,12.48944913410492,4.0,298.0,0,7,2022
2022-07-26,0.0,3.341230429271155,0.0,12.48944913410492,4.0,298.0,1,7,2022
2022-07-27,0.0,3.341230429271155,0.0,12.48944913410492,4.0,298.0,2,7,2022
2022-07-28,1509.0,2.653740289165514,0.0,4.3496979077215485,4.0,156.0,3,7,2022
2022-07-29,0.0,2.653740289165514,0.0,4.3496979077215485,4.0,156.0,4,7,2022
2022-07-30,0.0,2.653740289165514,0.0,4.3496979077215485,4.0,156.0,5,7,2022
2022-07-31,1242.0,11.00348468892184,0.0,5.104470653735032,4.0,276.0,6,7,2022
2022-08-01,0.0,11.00348468892184,0.0,5.104470653735032,4.0,276.0,0,8,2022
2022-08-02,0.0,11.00348468892184,0.0,5.104470653735032,4.0,276.0,1,8,2022
2022-08-03,0.0,11.00348468892184,0.0,5.104470653735032,4.0,276.0,2,8,2022
2022-08-04,0.0,11.00348468892184,0.0,5.104470653735032,4.0,276.0,3,8,2022
2022-08-05,0.0,11.00348468892184,0.0,5.104470653735032,4.0,276.0,4,8,2022
2022-08-06,0.0,11.00348468892184,0.0,5.104470653735032,4.0,276.0,5,8,2022
2022-08-07,0.0,11.00348468892184,0.0,5.104470653735032,4.0,276.0,6,8,2022
2022-08-08,0.0,11.00348468892184,0.0,5.104470653735032,4.0,276.0,0,8,2022
2022-08-09,0.0,11.00348468892184,0.0,5.104470653735032,4.0,276.0,1,8,2022
2022-08-10,0.0,11.00348468892184,0.0,5.104470653735032,4.0,276.0,2,8,2022
2022-08-11,0.0,11.00348468892184,0.0,5.104470653735032,4.0,276.0,3,8,2022
2022-08-12,1990.0,11.576104100797629,1.0,14.856578268259554,9.0,230.0,4,8,2022
2022-08-13,0.0,11.576104100797629,0.0,14.856578268259554,9.0,230.0,5,8,2022
2022-08-14,0.0,11.576104100797629,0.0,14.856578268259554,9.0,230.0,6,8,2022
2022-08-15,0.0,11.576104100797629,0.0,14.856578268259554,9.0,230.0,0,8,2022
2022-08-16,0.0,11.576104100797629,0.0,14.856578268259554,9.0,230.0,1,8,2022
2022-08-17,0.0,11.576104100797629,0.0,14.856578268259554,9.0,230.0,2,8,2022
2022-08-18,0.0,11.576104100797629,0.0,14.856578268259554,9.0,230.0,3,8,2022
2022-08-19,0.0,11.576104100797629,0.0,14.856578268259554,9.0,230.0,4,8,2022
2022-08-20,0.0,11.576104100797629,0.0,14.856578268259554,9.0,230.0,5,8,2022
2022-08-21,731.0,9.05495144535274,0.0,3.1931295440751915,2.0,177.0,6,8,2022
2022-08-22,0.0,9.05495144535274,0.0,3.1931295440751915,2.0,177.0,0,8,2022
2022-08-23,0.0,9.05495144535274,0.0,3.1931295440751915,2.0,177.0,1,8,2022
2022-08-24,0.0,9.05495144535274,0.0,3.1931295440751915,2.0,177.0,2,8,2022
2022-08-25,0.0,9.05495144535274,0.0,3.1931295440751915,2.0,177.0,3,8,2022
2022-08-26,820.0,11.171803935010557,0.0,2.8604693434903257,9.0,54.0,4,8,2022
2022-08-27,0.0,11.171803935010557,0.0,2.8604693434903257,9.0,54.0,5,8,2022
2022-08-28,0.0,11.171803935010557,0.0,2.8604693434903257,9.0,54.0,6,8,2022
2022-08-29,0.0,11.171803935010557,0.0,2.8604693434903257,9.0,54.0,0,8,2022
2022-08-30,0.0,11.171803935010557,0.0,2.8604693434903257,9.0,54.0,1,8,2022
2022-08-31,0.0,11.171803935010557,0.0,2.8604693434903257,9.0,54.0,2,8,2022
2022-09-01,0.0,11.171803935010557,0.0,2.8604693434903257,9.0,54.0,3,9,2022
2022-09-02,0.0,11.171803935010557,0.0,2.8604693434903257,9.0,54.0,4,9,2022
2022-09-03,0.0,11.171803935010557,0.0,2.8604693434903257,9.0,54.0,5,9,2022
2022-09-04,1324.0,3.693713477014936,0.0,11.39206848583362,4.0,165.0,6,9,2022
2022-09-05,0.0,3.693713477014936,0.0,11.39206848583362,4.0,165.0,0,9,2022
2022-09-06,0.0,3.693713477014936,0.0,11.39206848583362,4.0,165.0,1,9,2022
2022-09-07,0.0,3.693713477014936,0.0,11.39206848583362,4.0,165.0,2,9,2022
2022-09-08,0.0,3.693713477014936,0.0,11.39206848583362,4.0,165.0,3,9,2022
2022-09-09,103.0,9.47002737696735,0.0,11.477197663130069,5.0,124.0,4,9,2022
2022-09-10,765.0,14.765820176573744,1.0,1.306280064366679,2.0,286.0,5,9,2022
2022-09-11,0.0,14.765820176573744,0.0,1.306280064366679,2.0,286.0,6,9,2022
2022-09-12,0.0,14.765820176573744,0.0,1.306280064366679,2.0,286.0,0,9,2022
2022-09-13,0.0,14.765820176573744,0.0,1.306280064366679,2.0,286.0,1,9,2022
2022-09-14,0.0,14.765820176573744,0.0,1.306280064366679,2.0,286.0,2,9,2022
2022-09-15,0.0,14.765820176573744,0.0,1.306280064366679,2.0,286.0,3,9,2022
2022-09-16,0.0,14.765820176573744,0.0,1.306280064366679,2.0,286.0,4,9,2022
2022-09-17,0.0,14.765820176573744,0.0,1.306280064366679,2.0,286.0,5,9,2022
2022-09-18,0.0,14.765820176573744,0.0,1.306280064366679,2.0,286.0,6,9,2022
2022-09-19,0.0,14.765820176573744,0.0,1.306280064366679,2.0,286.0,0,9,2022
2022-09-20,0.0,14.765820176573744,0.0,1.306280064366679,2.0,286.0,1,9,2022
2022-09-21,0.0,14.765820176573744,0.0,1.306280064366679,2.0,286.0,2,9,2022
2022-09-22,141.0,7.972165504891213,1.0,3.263842579579522,9.0,445.0,3,9,2022
2022-09-23,0.0,7.972165504891213,0.0,3.263842579579522,9.0,445.0,4,9,2022
2022-09-24,0.0,7.972165504891213,0.0,3.263842579579522,9.0,445.0,5,9,2022
2022-09-25,0.0,7.972165504891213,0.0,3.263842579579522,9.0,445.0,6,9,2022
2022-09-26,0.0,7.972165504891213,0.0,3.263842579579522,9.0,445.0,0,9,2022
2022-09-27,0.0,7.972165504891213,0.0,3.263842579579522,9.0,445.0,1,9,2022
2022-09-28,0.0,7.972165504891213,0.0,3.263842579579522,9.0,445.0,2,9,2022
2022-09-29,0.0,7.972165504891213,0.0,3.263842579579522,9.0,445.0,3,9,2022
2022-09-30,0.0,7.972165504891213,0.0,3.263842579579522,9.0,445.0,4,9,2022
2022-10-01,1501.0,12.26342784141503,0.0,7.645883975725956,5.0,140.0,5,10,2022
2022-10-02,0.0,12.26342784141503,0.0,7.645883975725956,5.0,140.0,6,10,2022
2022-10-03,0.0,12.26342784141503,0.0,7.645883975725956,5.0,140.0,0,10,2022
2022-10-04,0.0,12.26342784141503,0.0,7.645883975725956,5.0,140.0,1,10,2022
2022-10-05,0.0,12.26342784141503,0.0,7.645883975725956,5.0,140.0,2,10,2022
2022-10-06,0.0,12.26342784141503,0.0,7.645883975725956,5.0,140.0,3,10,2022
2022-10-07,0.0,12.26342784141503,0.0,7.645883975725956,5.0,140.0,4,10,2022
2022-10-08,0.0,12.26342784141503,0.0,7.645883975725956,5.0,140.0,5,10,2022
2022-10-09,0.0,12.26342784141503,0.0,7.645883975725956,5.0,140.0,6,10,2022
2022-10-10,0.0,12.26342784141503,0.0,7.645883975725956,5.0,140.0,0,10,2022
2022-10-11,0.0,12.26342784141503,0.0,7.645883975725956,5.0,140.0,1,10,2022
2022-10-12,0.0,12.26342784141503,0.0,7.645883975725956,5.0,140.0,2,10,2022
2022-10-13,0.0,12.26342784141503,0.0,7.645883975725956,5.0,140.0,3,10,2022
2022-10-14,0.0,12.26342784141503,0.0,7.645883975725956,5.0,140.0,4,10,2022
2022-10-15,0.0,12.26342784141503,0.0,7.645883975725956,5.0,140.0,5,10,2022
2022-10-16,0.0,12.26342784141503,0.0,7.645883975725956,5.0,140.0,6,10,2022
2022-10-17,554.0,4.239080825304433,1.0,6.293022376510555,1.0,338.0,0,10,2022
2022-10-18,0.0,4.239080825304433,0.0,6.293022376510555,1.0,338.0,1,10,2022
2022-10-19,0.0,4.239080825304433,0.0,6.293022376510555,1.0,338.0,2,10,2022
2022-10-20,0.0,4.239080825304433,0.0,6.293022376510555,1.0,338.0,3,10,2022
2022-10-21,1021.0,1.0234969154287794,0.0,12.114220155848791,2.0,182.0,4,10,2022
2022-10-22,1080.0,6.716209058711846,1.0,2.014590512452195,1.0,323.0,5,10,2022
2022-10-23,0.0,6.716209058711846,0.0,2.014590512452195,1.0,323.0,6,10,2022
2022-10-24,0.0,6.716209058711846,0.0,2.014590512452195,1.0,323.0,0,10,2022
2022-10-25,0.0,6.716209058711846,0.0,2.014590512452195,1.0,323.0,1,10,2022
2022-10-26,0.0,6.716209058711846,0.0,2.014590512452195,1.0,323.0,2,10,2022
2022-10-27,0.0,6.716209058711846,0.0,2.014590512452195,1.0,323.0,3,10,2022
2022-10-28,0.0,6.716209058711846,0.0,2.014590512452195,1.0,323.0,4,10,2022
2022-10-29,0.0,6.716209058711846,0.0,2.014590512452195,1.0,323.0,5,10,2022
2022-10-30,0.0,6.716209058711846,0.0,2.014590512452195,1.0,323.0,6,10,2022
2022-10-31,0.0,6.716209058711846,0.0,2.014590512452195,1.0,323.0,0,10,2022
2022-11-01,0.0,6.716209058711846,0.0,2.014590512452195,1.0,323.0,1,11,2022
2022-11-02,0.0,6.716209058711846,0.0,2.014590512452195,1.0,323.0,2,11,2022
2022-11-03,0.0,6.716209058711846,0.0,2.014590512452195,1.0,323.0,3,11,2022
2022-11-04,0.0,6.716209058711846,0.0,2.014590512452195,1.0,323.0,4,11,2022
2022-11-05,0.0,6.716209058711846,0.0,2.014590512452195,1.0,323.0,5,11,2022
2022-11-06,0.0,6.716209058711846,0.0,2.014590512452195,1.0,323.0,6,11,2022
